userID,artistID,weight,rating,user_index,item_index
2,51,13883,5,0,0
2,52,11690,5,0,1
2,53,11351,5,0,2
2,54,10300,5,0,3
2,55,8983,5,0,4
2,56,6152,5,0,5
2,57,5955,5,0,6
2,58,4616,5,0,7
2,59,4337,5,0,8
2,60,4147,5,0,9
2,61,3923,5,0,10
2,62,3782,5,0,11
2,63,3735,5,0,12
2,64,3644,5,0,13
2,65,3579,5,0,14
2,66,3312,5,0,15
2,67,3301,5,0,16
2,68,2927,5,0,17
2,69,2720,5,0,18
2,70,2686,5,0,19
2,71,2654,5,0,20
2,72,2619,5,0,21
2,73,2584,5,0,22
2,74,2547,5,0,23
2,75,2397,5,0,24
2,76,2382,5,0,25
2,77,2120,5,0,26
2,78,2119,5,0,27
2,79,1990,5,0,28
2,80,1972,5,0,29
2,81,1948,5,0,30
2,82,1868,5,0,31
2,83,1792,5,0,32
2,84,1740,5,0,33
2,85,1638,5,0,34
2,86,1594,5,0,35
2,87,1559,5,0,36
2,88,1553,5,0,37
2,89,1519,5,0,38
2,90,1471,5,0,39
2,91,1438,5,0,40
2,92,1411,5,0,41
2,93,1407,5,0,42
2,94,1373,5,0,43
2,95,1363,5,0,44
2,96,1342,5,0,45
2,97,1337,5,0,46
2,98,1332,5,0,47
2,99,1330,5,0,48
2,100,1315,5,0,49
3,101,13176,5,1,50
3,102,662,4,1,51
3,103,493,4,1,52
3,104,431,4,1,53
3,105,403,4,1,54
3,106,354,3,1,55
3,107,269,3,1,56
3,108,236,3,1,57
3,109,215,3,1,58
3,110,215,3,1,59
3,111,212,3,1,60
3,112,193,3,1,61
3,113,187,2,1,62
3,114,167,2,1,63
3,115,163,2,1,64
3,116,154,2,1,65
3,117,151,2,1,66
3,118,142,2,1,67
3,119,142,2,1,68
3,120,125,2,1,69
3,121,111,2,1,70
3,122,108,2,1,71
3,123,104,2,1,72
3,124,99,2,1,73
3,125,98,2,1,74
3,126,94,2,1,75
3,127,89,2,1,76
3,128,89,2,1,77
3,129,86,2,1,78
3,130,85,2,1,79
3,131,84,2,1,80
3,132,83,1,1,81
3,133,83,1,1,82
3,134,77,1,1,83
3,135,77,1,1,84
3,136,76,1,1,85
3,137,75,1,1,86
3,138,72,1,1,87
3,139,72,1,1,88
3,140,71,1,1,89
3,141,70,1,1,90
3,142,70,1,1,91
3,143,70,1,1,92
3,144,69,1,1,93
3,145,68,1,1,94
3,146,67,1,1,95
3,147,67,1,1,96
3,148,66,1,1,97
3,149,66,1,1,98
3,150,65,1,1,99
4,51,228,3,2,0
4,53,686,4,2,2
4,64,420,4,2,13
4,65,301,3,2,14
4,70,389,4,2,19
4,72,4983,5,2,21
4,77,396,4,2,26
4,151,1807,5,2,100
4,152,1208,5,2,101
4,153,903,5,2,102
4,154,826,5,2,103
4,155,777,5,2,104
4,156,743,4,2,105
4,157,732,4,2,106
4,158,729,4,2,107
4,159,724,4,2,108
4,160,712,4,2,109
4,161,632,4,2,110
4,162,524,4,2,111
4,163,465,4,2,112
4,164,455,4,2,113
4,165,446,4,2,114
4,166,445,4,2,115
4,167,407,4,2,116
4,168,404,4,2,117
4,169,384,4,2,118
4,170,366,4,2,119
4,171,359,4,2,120
4,172,309,3,2,121
4,173,292,3,2,122
4,174,287,3,2,123
4,175,285,3,2,124
4,176,284,3,2,125
4,177,284,3,2,126
4,178,279,3,2,127
4,179,264,3,2,128
4,180,256,3,2,129
4,181,255,3,2,130
4,182,254,3,2,131
4,183,253,3,2,132
4,184,247,3,2,133
4,185,240,3,2,134
4,186,236,3,2,135
4,187,223,3,2,136
4,188,221,3,2,137
4,189,210,3,2,138
4,190,208,3,2,139
4,191,202,3,2,140
4,192,197,3,2,141
4,193,193,3,2,142
5,53,181,2,3,2
5,154,884,5,3,103
5,173,241,3,3,122
5,182,222,3,3,131
5,190,826,5,3,139
5,194,777,5,3,143
5,195,673,4,3,144
5,196,620,4,3,145
5,197,452,4,3,146
5,198,451,4,3,147
5,199,374,4,3,148
5,200,337,3,3,149
5,201,304,3,3,150
5,202,298,3,3,151
5,203,287,3,3,152
5,204,283,3,3,153
5,205,275,3,3,154
5,206,265,3,3,155
5,207,259,3,3,156
5,208,255,3,3,157
5,209,252,3,3,158
5,210,229,3,3,159
5,211,222,3,3,160
5,212,210,3,3,161
5,213,209,3,3,162
5,214,207,3,3,163
5,215,196,3,3,164
5,216,192,3,3,165
5,217,185,2,3,166
5,218,184,2,3,167
5,219,178,2,3,168
5,220,170,2,3,169
5,221,161,2,3,170
5,222,161,2,3,171
5,223,149,2,3,172
5,224,143,2,3,173
5,225,142,2,3,174
5,226,139,2,3,175
5,227,138,2,3,176
5,228,138,2,3,177
5,229,138,2,3,178
5,230,137,2,3,179
5,231,134,2,3,180
5,232,133,2,3,181
5,233,130,2,3,182
5,234,129,2,3,183
5,235,129,2,3,184
5,236,127,2,3,185
5,237,118,2,3,186
5,238,115,2,3,187
6,77,16,1,4,26
6,239,41,1,4,188
6,240,41,1,4,189
6,241,40,1,4,190
6,242,37,1,4,191
6,243,34,1,4,192
6,244,33,1,4,193
6,245,31,1,4,194
6,246,31,1,4,195
6,247,27,1,4,196
6,248,26,1,4,197
6,249,24,1,4,198
6,250,24,1,4,199
6,251,24,1,4,200
6,252,24,1,4,201
6,253,23,1,4,202
6,254,20,1,4,203
6,255,20,1,4,204
6,256,19,1,4,205
6,257,18,1,4,206
6,258,18,1,4,207
6,259,18,1,4,208
6,260,18,1,4,209
6,261,18,1,4,210
6,262,17,1,4,211
6,263,17,1,4,212
6,264,17,1,4,213
6,265,17,1,4,214
6,266,16,1,4,215
6,267,16,1,4,216
6,268,16,1,4,217
6,269,16,1,4,218
6,270,16,1,4,219
6,271,15,1,4,220
6,272,15,1,4,221
6,273,15,1,4,222
6,274,15,1,4,223
6,275,14,1,4,224
6,276,14,1,4,225
6,277,14,1,4,226
6,278,14,1,4,227
6,279,14,1,4,228
6,280,14,1,4,229
6,281,14,1,4,230
6,282,14,1,4,231
6,283,14,1,4,232
6,284,13,1,4,233
6,285,13,1,4,234
6,286,13,1,4,235
6,287,13,1,4,236
7,55,3151,5,5,4
7,67,2540,5,5,16
7,89,5846,5,5,38
7,257,5188,5,5,206
7,288,43864,5,5,237
7,289,11112,5,5,238
7,290,6266,5,5,239
7,291,5379,5,5,240
7,292,4201,5,5,241
7,293,4059,5,5,242
7,294,3251,5,5,243
7,295,2852,5,5,244
7,296,2356,5,5,245
7,297,1848,5,5,246
7,298,1802,5,5,247
7,299,1780,5,5,248
7,300,1747,5,5,249
7,301,1553,5,5,250
7,302,1490,5,5,251
7,303,1426,5,5,252
7,304,1312,5,5,253
7,305,1169,5,5,254
7,306,1164,5,5,255
7,307,1162,5,5,256
7,308,1082,5,5,257
7,309,1027,5,5,258
7,310,962,5,5,259
7,311,960,5,5,260
7,312,926,5,5,261
7,313,900,5,5,262
7,314,868,5,5,263
7,315,834,5,5,264
7,316,809,5,5,265
7,317,773,5,5,266
7,318,753,4,5,267
7,319,741,4,5,268
7,320,719,4,5,269
7,321,674,4,5,270
7,322,667,4,5,271
7,323,646,4,5,272
7,324,605,4,5,273
7,325,599,4,5,274
7,326,593,4,5,275
7,327,587,4,5,276
7,328,571,4,5,277
7,329,534,4,5,278
7,330,527,4,5,279
7,331,516,4,5,280
7,332,510,4,5,281
7,333,498,4,5,282
8,71,181,2,6,20
8,89,921,5,6,38
8,97,354,3,6,46
8,251,235,3,6,200
8,257,479,4,6,206
8,265,581,4,6,214
8,288,428,4,6,237
8,289,2258,5,6,238
8,291,402,4,6,240
8,292,783,5,6,241
8,295,1425,5,6,244
8,296,1039,5,6,245
8,298,613,4,6,247
8,300,347,3,6,249
8,302,432,4,6,251
8,311,353,3,6,260
8,323,578,4,6,272
8,334,6291,5,6,283
8,335,2396,5,6,284
8,336,1735,5,6,285
8,337,1407,5,6,286
8,338,963,5,6,287
8,339,819,5,6,288
8,340,800,5,6,289
8,341,794,5,6,290
8,342,753,4,6,291
8,343,588,4,6,292
8,344,553,4,6,293
8,345,527,4,6,294
8,346,520,4,6,295
8,347,505,4,6,296
8,348,504,4,6,297
8,349,494,4,6,298
8,350,494,4,6,299
8,351,456,4,6,300
8,352,417,4,6,301
8,353,400,4,6,302
8,354,389,4,6,303
8,355,361,4,6,304
8,356,350,3,6,305
8,357,345,3,6,306
8,358,280,3,6,307
8,359,277,3,6,308
8,360,257,3,6,309
8,361,253,3,6,310
8,362,229,3,6,311
8,363,185,2,6,312
8,364,178,2,6,313
8,365,177,2,6,314
8,366,173,2,6,315
9,8,587,4,7,316
9,367,2396,5,7,317
9,368,1444,5,7,318
9,369,1158,5,7,319
9,370,1113,5,7,320
9,371,1103,5,7,321
9,372,1069,5,7,322
9,373,729,4,7,323
9,374,708,4,7,324
9,375,630,4,7,325
9,376,629,4,7,326
9,377,609,4,7,327
9,378,590,4,7,328
9,379,558,4,7,329
9,380,556,4,7,330
9,381,556,4,7,331
9,382,533,4,7,332
9,383,521,4,7,333
9,384,510,4,7,334
9,385,467,4,7,335
9,386,465,4,7,336
9,387,430,4,7,337
9,388,411,4,7,338
9,389,403,4,7,339
9,390,381,4,7,340
9,391,367,4,7,341
9,392,364,4,7,342
9,393,357,3,7,343
9,394,345,3,7,344
9,395,319,3,7,345
9,396,307,3,7,346
9,397,307,3,7,347
9,398,306,3,7,348
9,399,292,3,7,349
9,400,290,3,7,350
9,401,289,3,7,351
9,402,280,3,7,352
9,403,273,3,7,353
9,404,273,3,7,354
9,405,267,3,7,355
9,406,260,3,7,356
9,407,249,3,7,357
9,408,249,3,7,358
9,409,242,3,7,359
9,410,241,3,7,360
9,411,237,3,7,361
9,412,236,3,7,362
9,413,234,3,7,363
9,414,229,3,7,364
9,415,228,3,7,365
10,154,177,2,8,103
10,159,225,3,8,108
10,196,1137,5,8,145
10,199,1386,5,8,148
10,200,306,3,8,149
10,208,310,3,8,157
10,217,761,4,8,166
10,219,189,3,8,168
10,225,1297,5,8,174
10,228,279,3,8,177
10,229,992,5,8,178
10,416,3132,5,8,366
10,417,1584,5,8,367
10,418,1056,5,8,368
10,419,1029,5,8,369
10,420,1023,5,8,370
10,421,956,5,8,371
10,422,878,5,8,372
10,423,845,5,8,373
10,424,797,5,8,374
10,425,729,4,8,375
10,426,603,4,8,376
10,427,583,4,8,377
10,428,578,4,8,378
10,429,573,4,8,379
10,430,560,4,8,380
10,431,546,4,8,381
10,432,527,4,8,382
10,433,483,4,8,383
10,434,455,4,8,384
10,435,367,4,8,385
10,436,317,3,8,386
10,437,315,3,8,387
10,438,308,3,8,388
10,439,291,3,8,389
10,440,247,3,8,390
10,441,238,3,8,391
10,442,235,3,8,392
10,443,229,3,8,393
10,444,208,3,8,394
10,445,204,3,8,395
10,446,199,3,8,396
10,447,189,3,8,397
10,448,178,2,8,398
10,449,177,2,8,399
10,450,173,2,8,400
10,451,169,2,8,401
10,452,165,2,8,402
10,453,161,2,8,403
10,454,157,2,8,404
11,67,229,3,9,16
11,89,3384,5,9,38
11,157,1007,5,9,106
11,230,329,3,9,179
11,234,370,4,9,183
11,288,749,4,9,237
11,289,3851,5,9,238
11,292,555,4,9,241
11,294,264,3,9,243
11,295,521,4,9,244
11,300,347,3,9,249
11,301,306,3,9,250
11,304,1031,5,9,253
11,306,249,3,9,255
11,325,298,3,9,274
11,327,337,3,9,276
11,329,553,4,9,278
11,344,243,3,9,293
11,349,341,3,9,298
11,455,4416,5,9,405
11,456,1951,5,9,406
11,457,1788,5,9,407
11,458,1708,5,9,408
11,459,1567,5,9,409
11,460,1531,5,9,410
11,461,1500,5,9,411
11,462,1318,5,9,412
11,463,1235,5,9,413
11,464,1117,5,9,414
11,465,1006,5,9,415
11,466,956,5,9,416
11,467,793,5,9,417
11,468,719,4,9,418
11,469,552,4,9,419
11,470,548,4,9,420
11,471,537,4,9,421
11,472,514,4,9,422
11,473,441,4,9,423
11,474,425,4,9,424
11,475,424,4,9,425
11,476,337,3,9,426
11,477,336,3,9,427
11,478,329,3,9,428
11,479,321,3,9,429
11,480,314,3,9,430
11,481,293,3,9,431
11,482,251,3,9,432
11,483,247,3,9,433
11,484,244,3,9,434
11,485,238,3,9,435
12,72,2144,5,10,21
12,189,2976,5,10,138
12,191,4259,5,10,140
12,230,2110,5,10,179
12,288,3072,5,10,237
12,300,1064,5,10,249
12,333,23961,5,10,282
12,344,5489,5,10,293
12,377,59695,5,10,327
12,378,31617,5,10,328
12,405,1034,5,10,355
12,407,1600,5,10,357
12,466,1485,5,10,416
12,486,24097,5,10,436
12,487,7867,5,10,437
12,488,7425,5,10,438
12,489,7399,5,10,439
12,490,4527,5,10,440
12,491,3837,5,10,441
12,492,3823,5,10,442
12,493,3727,5,10,443
12,494,3648,5,10,444
12,495,3526,5,10,445
12,496,3407,5,10,446
12,497,3226,5,10,447
12,498,3134,5,10,448
12,499,3080,5,10,449
12,500,2471,5,10,450
12,501,2378,5,10,451
12,502,2303,5,10,452
12,503,1714,5,10,453
12,504,1646,5,10,454
12,505,1596,5,10,455
12,506,1591,5,10,456
12,507,1547,5,10,457
12,508,1495,5,10,458
12,509,1434,5,10,459
12,510,1341,5,10,460
12,511,1278,5,10,461
12,512,1260,5,10,462
12,513,1250,5,10,463
12,514,1227,5,10,464
12,515,1222,5,10,465
12,516,1183,5,10,466
12,517,1177,5,10,467
12,518,1001,5,10,468
12,519,982,5,10,469
12,520,953,5,10,470
12,521,939,5,10,471
12,522,927,5,10,472
13,55,6,1,11,4
13,67,9,1,11,16
13,89,3967,5,11,38
13,173,6,1,11,122
13,228,6,1,11,177
13,292,4,1,11,241
13,295,2,1,11,244
13,298,16,1,11,247
13,299,4,1,11,248
13,300,2,1,11,249
13,302,9,1,11,251
13,310,17,1,11,259
13,316,4,1,11,265
13,318,2,1,11,267
13,325,3,1,11,274
13,328,12,1,11,277
13,333,38,1,11,282
13,344,2,1,11,293
13,349,3,1,11,298
13,352,2,1,11,301
13,378,2,1,11,328
13,461,3,1,11,411
13,466,4,1,11,416
13,498,6,1,11,448
13,523,10,1,11,473
13,524,8,1,11,474
13,525,6,1,11,475
13,526,6,1,11,476
13,527,4,1,11,477
13,528,4,1,11,478
13,529,3,1,11,479
13,530,3,1,11,480
13,531,3,1,11,481
13,532,3,1,11,482
13,533,2,1,11,483
13,534,2,1,11,484
13,535,2,1,11,485
13,536,2,1,11,486
13,537,2,1,11,487
13,538,2,1,11,488
13,539,2,1,11,489
13,540,2,1,11,490
13,541,2,1,11,491
13,542,2,1,11,492
13,543,2,1,11,493
13,544,2,1,11,494
13,545,2,1,11,495
13,546,2,1,11,496
13,547,2,1,11,497
13,548,2,1,11,498
14,549,1259,5,12,499
14,550,908,5,12,500
14,551,850,5,12,501
14,552,849,5,12,502
14,553,843,5,12,503
14,554,834,5,12,504
14,555,831,5,12,505
14,556,812,5,12,506
14,557,809,5,12,507
14,558,772,5,12,508
14,559,768,5,12,509
14,560,765,5,12,510
14,561,724,4,12,511
14,562,710,4,12,512
14,563,706,4,12,513
14,564,676,4,12,514
14,565,674,4,12,515
14,566,671,4,12,516
14,567,670,4,12,517
14,568,665,4,12,518
14,569,656,4,12,519
14,570,655,4,12,520
14,571,654,4,12,521
14,572,653,4,12,522
14,573,653,4,12,523
14,574,650,4,12,524
14,575,648,4,12,525
14,576,646,4,12,526
14,577,645,4,12,527
14,578,638,4,12,528
14,579,635,4,12,529
14,580,634,4,12,530
14,581,634,4,12,531
14,582,633,4,12,532
14,583,632,4,12,533
14,584,632,4,12,534
14,585,631,4,12,535
14,586,627,4,12,536
14,587,621,4,12,537
14,588,619,4,12,538
14,589,619,4,12,539
14,590,618,4,12,540
14,591,612,4,12,541
14,592,610,4,12,542
14,593,610,4,12,543
14,594,609,4,12,544
14,595,607,4,12,545
14,596,602,4,12,546
14,597,601,4,12,547
14,598,601,4,12,548
15,69,242,3,13,18
15,154,751,4,13,103
15,159,297,3,13,108
15,197,599,4,13,146
15,203,352,3,13,152
15,205,477,4,13,154
15,212,242,3,13,161
15,215,253,3,13,164
15,218,246,3,13,167
15,222,235,3,13,171
15,227,747,4,13,176
15,233,464,4,13,182
15,266,247,3,13,215
15,429,366,4,13,379
15,511,740,4,13,461
15,599,1141,5,13,549
15,600,835,5,13,550
15,601,557,4,13,551
15,602,546,4,13,552
15,603,484,4,13,553
15,604,484,4,13,554
15,605,470,4,13,555
15,606,466,4,13,556
15,607,443,4,13,557
15,608,412,4,13,558
15,609,407,4,13,559
15,610,404,4,13,560
15,611,404,4,13,561
15,612,380,4,13,562
15,613,373,4,13,563
15,614,351,3,13,564
15,615,350,3,13,565
15,616,346,3,13,566
15,617,341,3,13,567
15,618,340,3,13,568
15,619,337,3,13,569
15,620,328,3,13,570
15,621,306,3,13,571
15,622,302,3,13,572
15,623,295,3,13,573
15,624,294,3,13,574
15,625,279,3,13,575
15,626,261,3,13,576
15,627,258,3,13,577
15,628,255,3,13,578
15,629,251,3,13,579
15,630,230,3,13,580
15,631,226,3,13,581
15,632,226,3,13,582
