userID,artistID,rating
2,51,5
2,52,5
2,53,5
2,54,5
2,55,5
2,56,5
2,57,5
2,58,5
2,59,5
2,60,5
2,61,5
2,62,5
2,63,5
2,64,5
2,65,5
2,66,5
2,67,5
2,68,5
2,69,5
2,70,5
2,71,5
2,72,5
2,73,5
2,74,5
2,75,5
2,76,5
2,77,5
2,78,5
2,79,5
2,80,5
2,81,5
2,82,5
2,83,5
2,84,5
2,85,5
2,86,5
2,87,5
2,88,5
2,89,5
2,90,5
2,91,5
2,92,5
2,93,5
2,94,5
2,95,5
2,96,5
2,97,5
2,98,5
2,99,5
2,100,5
3,101,5
3,102,4
3,103,4
3,104,4
3,105,4
3,106,3
3,107,3
3,108,3
3,109,3
3,110,3
3,111,3
3,112,3
3,113,2
3,114,2
3,115,2
3,116,2
3,117,2
3,118,2
3,119,2
3,120,2
3,121,2
3,122,2
3,123,2
3,124,2
3,125,2
3,126,2
3,127,2
3,128,2
3,129,2
3,130,2
3,131,2
3,132,1
3,133,1
3,134,1
3,135,1
3,136,1
3,137,1
3,138,1
3,139,1
3,140,1
3,141,1
3,142,1
3,143,1
3,144,1
3,145,1
3,146,1
3,147,1
3,148,1
3,149,1
3,150,1
4,51,3
4,53,4
4,64,4
4,65,3
4,70,4
4,72,5
4,77,4
4,151,5
4,152,5
4,153,5
4,154,5
4,155,5
4,156,4
4,157,4
4,158,4
4,159,4
4,160,4
4,161,4
4,162,4
4,163,4
4,164,4
4,165,4
4,166,4
4,167,4
4,168,4
4,169,4
4,170,4
4,171,4
4,172,3
4,173,3
4,174,3
4,175,3
4,176,3
4,177,3
4,178,3
4,179,3
4,180,3
4,181,3
4,182,3
4,183,3
4,184,3
4,185,3
4,186,3
4,187,3
4,188,3
4,189,3
4,190,3
4,191,3
4,192,3
4,193,3
5,53,2
5,154,5
5,173,3
5,182,3
5,190,5
5,194,5
5,195,4
5,196,4
5,197,4
5,198,4
5,199,4
5,200,3
5,201,3
5,202,3
5,203,3
5,204,3
5,205,3
5,206,3
5,207,3
5,208,3
5,209,3
5,210,3
5,211,3
5,212,3
5,213,3
5,214,3
5,215,3
5,216,3
5,217,2
5,218,2
5,219,2
5,220,2
5,221,2
5,222,2
5,223,2
5,224,2
5,225,2
5,226,2
5,227,2
5,228,2
5,229,2
5,230,2
5,231,2
5,232,2
5,233,2
5,234,2
5,235,2
5,236,2
5,237,2
5,238,2
6,77,1
6,239,1
6,240,1
6,241,1
6,242,1
6,243,1
6,244,1
6,245,1
6,246,1
6,247,1
6,248,1
6,249,1
6,250,1
6,251,1
6,252,1
6,253,1
6,254,1
6,255,1
6,256,1
6,257,1
6,258,1
6,259,1
6,260,1
6,261,1
6,262,1
6,263,1
6,264,1
6,265,1
6,266,1
6,267,1
6,268,1
6,269,1
6,270,1
6,271,1
6,272,1
6,273,1
6,274,1
6,275,1
6,276,1
6,277,1
6,278,1
6,279,1
6,280,1
6,281,1
6,282,1
6,283,1
6,284,1
6,285,1
6,286,1
6,287,1
7,55,5
7,67,5
7,89,5
7,257,5
7,288,5
7,289,5
7,290,5
7,291,5
7,292,5
7,293,5
7,294,5
7,295,5
7,296,5
7,297,5
7,298,5
7,299,5
7,300,5
7,301,5
7,302,5
7,303,5
7,304,5
7,305,5
7,306,5
7,307,5
7,308,5
7,309,5
7,310,5
7,311,5
7,312,5
7,313,5
7,314,5
7,315,5
7,316,5
7,317,5
7,318,4
7,319,4
7,320,4
7,321,4
7,322,4
7,323,4
7,324,4
7,325,4
7,326,4
7,327,4
7,328,4
7,329,4
7,330,4
7,331,4
7,332,4
7,333,4
8,71,2
8,89,5
8,97,3
8,251,3
8,257,4
8,265,4
8,288,4
8,289,5
8,291,4
8,292,5
8,295,5
8,296,5
8,298,4
8,300,3
8,302,4
8,311,3
8,323,4
8,334,5
8,335,5
8,336,5
8,337,5
8,338,5
8,339,5
8,340,5
8,341,5
8,342,4
8,343,4
8,344,4
8,345,4
8,346,4
8,347,4
8,348,4
8,349,4
8,350,4
8,351,4
8,352,4
8,353,4
8,354,4
8,355,4
8,356,3
8,357,3
8,358,3
8,359,3
8,360,3
8,361,3
8,362,3
8,363,2
8,364,2
8,365,2
8,366,2
9,8,4
9,367,5
9,368,5
9,369,5
9,370,5
9,371,5
9,372,5
9,373,4
9,374,4
9,375,4
9,376,4
9,377,4
9,378,4
9,379,4
9,380,4
9,381,4
9,382,4
9,383,4
9,384,4
9,385,4
9,386,4
9,387,4
9,388,4
9,389,4
9,390,4
9,391,4
9,392,4
9,393,3
9,394,3
9,395,3
9,396,3
9,397,3
9,398,3
9,399,3
9,400,3
9,401,3
9,402,3
9,403,3
9,404,3
9,405,3
9,406,3
9,407,3
9,408,3
9,409,3
9,410,3
9,411,3
9,412,3
9,413,3
9,414,3
9,415,3
10,154,2
10,159,3
10,196,5
10,199,5
10,200,3
10,208,3
10,217,4
10,219,3
10,225,5
10,228,3
10,229,5
10,416,5
10,417,5
10,418,5
10,419,5
10,420,5
10,421,5
10,422,5
10,423,5
10,424,5
10,425,4
10,426,4
10,427,4
10,428,4
10,429,4
10,430,4
10,431,4
10,432,4
10,433,4
10,434,4
10,435,4
10,436,3
10,437,3
10,438,3
10,439,3
10,440,3
10,441,3
10,442,3
10,443,3
10,444,3
10,445,3
10,446,3
10,447,3
10,448,2
10,449,2
10,450,2
10,451,2
10,452,2
10,453,2
10,454,2
11,67,3
11,89,5
11,157,5
11,230,3
11,234,4
11,288,4
11,289,5
11,292,4
11,294,3
11,295,4
11,300,3
11,301,3
11,304,5
11,306,3
11,325,3
11,327,3
11,329,4
11,344,3
11,349,3
11,455,5
11,456,5
11,457,5
11,458,5
11,459,5
11,460,5
11,461,5
11,462,5
11,463,5
11,464,5
11,465,5
11,466,5
11,467,5
11,468,4
11,469,4
11,470,4
11,471,4
11,472,4
11,473,4
11,474,4
11,475,4
11,476,3
11,477,3
11,478,3
11,479,3
11,480,3
11,481,3
11,482,3
11,483,3
11,484,3
11,485,3
12,72,5
12,189,5
12,191,5
12,230,5
12,288,5
12,300,5
12,333,5
12,344,5
12,377,5
12,378,5
12,405,5
12,407,5
12,466,5
12,486,5
12,487,5
12,488,5
12,489,5
12,490,5
12,491,5
12,492,5
12,493,5
12,494,5
12,495,5
12,496,5
12,497,5
12,498,5
12,499,5
12,500,5
12,501,5
12,502,5
12,503,5
12,504,5
12,505,5
12,506,5
12,507,5
12,508,5
12,509,5
12,510,5
12,511,5
12,512,5
12,513,5
12,514,5
12,515,5
12,516,5
12,517,5
12,518,5
12,519,5
12,520,5
12,521,5
12,522,5
13,55,1
13,67,1
13,89,5
13,173,1
13,228,1
13,292,1
13,295,1
13,298,1
13,299,1
13,300,1
13,302,1
13,310,1
13,316,1
13,318,1
13,325,1
13,328,1
13,333,1
13,344,1
13,349,1
13,352,1
13,378,1
13,461,1
13,466,1
13,498,1
13,523,1
13,524,1
13,525,1
13,526,1
13,527,1
13,528,1
13,529,1
13,530,1
13,531,1
13,532,1
13,533,1
13,534,1
13,535,1
13,536,1
13,537,1
13,538,1
13,539,1
13,540,1
13,541,1
13,542,1
13,543,1
13,544,1
13,545,1
13,546,1
13,547,1
13,548,1
14,549,5
14,550,5
14,551,5
14,552,5
14,553,5
14,554,5
14,555,5
14,556,5
14,557,5
14,558,5
14,559,5
14,560,5
14,561,4
14,562,4
14,563,4
14,564,4
14,565,4
14,566,4
14,567,4
14,568,4
14,569,4
14,570,4
14,571,4
14,572,4
14,573,4
14,574,4
14,575,4
14,576,4
14,577,4
14,578,4
14,579,4
14,580,4
14,581,4
14,582,4
14,583,4
14,584,4
14,585,4
14,586,4
14,587,4
14,588,4
14,589,4
14,590,4
14,591,4
14,592,4
14,593,4
14,594,4
14,595,4
14,596,4
14,597,4
14,598,4
15,69,3
15,154,4
15,159,3
15,197,4
15,203,3
15,205,4
15,212,3
15,215,3
15,218,3
15,222,3
15,227,4
15,233,4
15,266,3
15,429,4
15,511,4
15,599,5
15,600,5
15,601,4
15,602,4
15,603,4
15,604,4
15,605,4
15,606,4
15,607,4
15,608,4
15,609,4
15,610,4
15,611,4
15,612,4
15,613,4
15,614,3
15,615,3
15,616,3
15,617,3
15,618,3
15,619,3
15,620,3
15,621,3
15,622,3
15,623,3
15,624,3
15,625,3
15,626,3
15,627,3
15,628,3
15,629,3
15,630,3
15,631,3
15,632,3
15,633,3
16,89,5
16,161,4
16,346,3
16,386,2
16,532,3
16,634,5
16,635,4
16,636,4
16,637,4
16,638,4
16,639,4
16,640,4
16,641,4
16,642,4
16,643,4
16,644,4
16,645,3
16,646,3
16,647,3
16,648,3
16,649,3
16,650,3
16,651,3
16,652,3
16,653,3
16,654,3
16,655,3
16,656,3
16,657,3
16,658,3
16,659,3
16,660,2
16,661,2
16,662,2
16,663,2
16,664,2
16,665,2
16,666,2
16,667,2
16,668,2
16,669,2
16,670,2
16,671,2
16,672,2
16,673,2
16,674,2
16,675,2
16,676,2
16,677,2
16,678,2
17,56,3
17,67,3
17,89,5
17,229,4
17,230,2
17,288,2
17,289,2
17,292,2
17,298,3
17,300,5
17,306,2
17,324,3
17,325,3
17,344,5
17,403,2
17,461,5
17,464,3
17,466,5
17,498,5
17,526,2
17,528,3
17,538,2
17,544,4
17,548,5
17,679,5
